"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Scn7a",11342.4561136139,-0.499038937787891,0.109137779686046,-4.57255900956994,4.8180347332552e-06,2.55611665715619e-05
"Rpl35",5275.63805546591,0.418445742837025,0.0916327101808875,4.56655425787355,4.95806747493619e-06,2.61882066187158e-05
"Trp53i11",317.833844066453,0.515748768133338,0.113566461266385,4.54138274964457,5.58864644679197e-06,2.93894170601034e-05
"Zc3h15",1213.83683954132,0.356611588976467,0.0785932433411182,4.5374331662159,5.69430680233159e-06,2.98142963143911e-05
"Angpt4",157.119468927375,-0.772602013841446,0.170657804218826,-4.52720001512956,5.97703618259141e-06,3.11585494909874e-05
"Cutal",128.619657326792,-0.848001474569876,0.187424596826932,-4.52449405748448,6.05401538824097e-06,3.14232227294412e-05
"Timm10",151.834472026288,0.549655113701599,0.121689726281483,4.51685717847848,6.276420696051e-06,3.24371914420912e-05
"Cd44",2926.46251588864,0.865286789105943,0.192282049684499,4.50009135291478,6.79242652695857e-06,3.48039290847151e-05
"Nckap1",4606.17978775709,0.258806182187252,0.0575041946764671,4.5006487551623,6.77463742516251e-06,3.48039290847151e-05
"Bcl2l11",864.625890846288,-0.387744851174617,0.0862797083403454,-4.49404452835062,6.98830055329824e-06,3.56552015464025e-05
"Ahcy",1446.9406159185,0.463411550168688,0.10352386293728,4.47637420996786,7.5921365693294e-06,3.85719141806184e-05
"Fam163b",4.28072337560924,6.00671475586938,1.34572708751963,4.46354599797842,8.06142824653024e-06,4.07833437451045e-05
"Gss",335.081311454449,0.490251843348894,0.110121030290059,4.45193658338985,8.50993011350316e-06,4.28714546474382e-05
"Smox",568.222108276743,-0.365171554290519,0.082151536645034,-4.44509706334987,8.78521938010039e-06,4.40731298608384e-05
"Tsc1",1333.60559391362,-0.29607450025478,0.0668138204020052,-4.43133618873101,9.36509446488613e-06,4.67864510974936e-05
"Itga8",28227.310379146,-0.642108985623804,0.14504912503536,-4.42683804860783,9.56244717868433e-06,4.75741666690561e-05
"Spef1",323.461586652152,-0.508617675768387,0.115040205968499,-4.42121666496024,9.81466988835095e-06,4.86272280831933e-05
"Bmf",1534.28442475902,-0.544478982365183,0.123391126689984,-4.41262671774744,1.02123985775376e-05,5.0389571582171e-05
"Baz2b",1964.04814169492,-0.312341362242361,0.0709710172759487,-4.40097062478222,1.07767715083236e-05,5.29563485183608e-05
"Mgme1",363.801794521348,-0.53594338270875,0.121813001532443,-4.39972232821149,1.08389479215648e-05,5.3044483910025e-05
"Adrm1",1722.30581697674,0.302226555010657,0.0687450102446072,4.39634169716871,1.1009058304679e-05,5.36579711679273e-05
"Ptpn1",2103.59171776589,0.314918977812265,0.0723057678114869,4.35537837912613,1.3283725595854e-05,6.44825384187406e-05
"Slc12a6",1903.05963171095,-0.418492427702513,0.0962856823978771,-4.34636196452548,1.38414088040316e-05,6.6918746596911e-05
"Sec23b",1419.9271077187,0.420839879648806,0.0968761243151141,4.34410317943684,1.39845779902953e-05,6.73393936159198e-05
"Wdr76",110.59562383464,0.777679556190841,0.179933310263497,4.32204328954986,1.54590847200102e-05,7.41417703171689e-05
"Oip5",24.9070237416412,1.59986566882941,0.371325994557264,4.30852052449747,1.64350227235877e-05,7.85083356397675e-05
"Ttl",1083.33690233389,-0.342520946342461,0.0797305263421193,-4.29598250578107,1.739212988864e-05,8.2750649747934e-05
"Cry2",1450.86386066924,-0.758692548803381,0.176995815872905,-4.28649990996496,1.81510275980754e-05,8.60200873126184e-05
"Ptpla",133.661997096927,0.967118620742557,0.226002368392983,4.27924108769024,1.87531646136637e-05,8.85237967393022e-05
"Gpr155",666.736781062745,-0.514216135770888,0.120295844844427,-4.27459598821471,1.91484197412338e-05,9.003511870486e-05
"1700037H04Rik",222.865592917002,0.522035573446505,0.122769022532073,4.25217667030074,2.11702741435181e-05,9.91529636643678e-05
"Ttpal",963.492256717821,0.290670467264828,0.0684097300539305,4.24896381020184,2.14761607295445e-05,0.000100194228461961
"Ralgps1",119.926589089153,-0.766441243521126,0.181992599213646,-4.21138687415184,2.53807647477836e-05,0.00011795169353718
"Chst1",435.413500814044,-0.732666015617831,0.174345737241054,-4.20237412862484,2.64130121912451e-05,0.000122274909719316
"Hsd17b12",1448.02833961968,0.400206832201747,0.0955071765886391,4.19033256448869,2.78545895612499e-05,0.000128452511092071
"Adam33",343.369420052721,-1.14169312082803,0.273447086597606,-4.17518846162768,2.97739461148602e-05,0.000136777629853323
"Tmem189",686.46242829689,0.418501650022878,0.101211876947658,4.13490652129006,3.55099147564253e-05,0.000162505296919671
"Ptges2",406.193046891188,0.372187108002872,0.0907083800676827,4.10311712903661,4.07620753826033e-05,0.000185831666858332
"Cdh4",198.708983436551,-0.694165215848447,0.169229250458629,-4.10192217933476,4.09732088509033e-05,0.000186086656864519
"Ivd",2833.24709003758,-0.520884901704801,0.127022646198183,-4.10072469197429,4.11858314340668e-05,0.000186346459960174
"Suv39h2",61.3131852097324,0.824998541588467,0.202380980780047,4.07646280993715,4.57259648941363e-05,0.000205338696284904
"Cybrd1",110.507312683403,-1.07466197248098,0.263607033990864,-4.07675757437576,4.56680621268504e-05,0.000205338696284904
"Slc24a3",1374.13519854249,-0.499787326129964,0.123045726973608,-4.06180156290322,4.86954620879016e-05,0.000217857682997739
"Gm13375",370.368108873386,-0.737056046092724,0.182181480355127,-4.04572432201109,5.21615889633274e-05,0.000232497193929478
"Rem1",1128.30251553109,-0.441728139898804,0.109346900261009,-4.03969512482209,5.35207261512824e-05,0.000237671669094028
"Cdh22",288.572316681665,-0.81423114357458,0.201621672589058,-4.03841081724449,5.38145456207756e-05,0.000238094613281586
"Cers6",1758.35343865448,0.435592247711752,0.108117613333253,4.02887405929982,5.60446306688761e-05,0.000247049677102877
"Fubp3",1192.04693565146,0.27453531591355,0.0683332667834194,4.01759390171823,5.8795408787966e-05,0.000258225989511983
"Pmepa1",10576.7363295773,0.330655034284347,0.0824968541004226,4.00809264656134,6.12111087245535e-05,0.000267854450221678
"Nxt1",248.403261212722,0.389926447962518,0.0974137318358467,4.00278729306448,6.26005800003747e-05,0.000272938528801634
"1110008P14Rik",300.144684481064,0.45613316824542,0.114476956698784,3.98449767882645,6.76230180972443e-05,0.000292707576529227
"Tank",539.091700867489,0.31334230617266,0.0786293075895163,3.98505742678622,6.74638080060231e-05,0.000292707576529227
"Pdk1",333.808375816532,-0.502868813788409,0.126407661561205,-3.97815138400393,6.94531489820605e-05,0.000299547933919031
"Zscan29",749.276793955161,-0.2755246278452,0.0693341174638958,-3.97386795885408,7.07147754699364e-05,0.00030389611393711
"Abhd12",1494.70538057551,-0.255923417750961,0.0646529846348558,-3.95841613803839,7.5448422442536e-05,0.000323080923245002
"Arhgap15",100.537070993823,-0.645791028963664,0.163536609230585,-3.9489080273953,7.85085062201701e-05,0.000334988252519516
"Dync1i2",2729.08161511221,0.229711445471266,0.0583326826385317,3.93795442076119,8.21791994395753e-05,0.00034940730541862
"BC029722",903.371723873545,-0.212419640176416,0.0540625529547326,-3.92914556503237,8.52482261953702e-05,0.000361175347025614
"A930004D18Rik",205.577734693027,0.52298895481365,0.133483730576957,3.91799774064698,8.92875429568094e-05,0.000376956915511319
"Snai1",2654.49131248166,0.457529688347487,0.116921726311904,3.91312806250369,9.11081855539572e-05,0.000383293735014718
"Ambra1",1425.11495105011,-0.237668623597018,0.0608355913864453,-3.90673647088065,9.35510868748354e-05,0.000392194941129118
"Stk35",941.624092833947,0.328263617223521,0.0841444142741055,3.90119320522195,9.5719715997194e-05,0.000399888290873295
"Srxn1",1326.43531877657,-0.273001494042688,0.0701218055293529,-3.8932467865279,9.89114385512504e-05,0.000411787551468574
"Pmpca",1357.28792825864,0.239331251913882,0.0616959766329367,3.87920355548945,0.000104799031639925,0.000434789062063218
"Angptl2",7244.86971439525,-0.452768836580484,0.116935024437571,-3.87196940145344,0.000107959507636904,0.00044635672295396
"Dtd1",476.997425840851,-0.31927102118876,0.0825498961072982,-3.86761263483326,0.000109906067999755,0.000452843214885588
"Endog",204.535090746354,-0.504418687664386,0.130697602550307,-3.85943336236966,0.000113650241777712,0.000466666574970812
"Entpd6",195.717284454112,0.544360447407287,0.141182481749958,3.85572232942739,0.000115388404644715,0.000472186679757726
"Meis2",1000.73011083297,-0.226754826568163,0.0588270516000919,-3.85460124892285,0.00011591840447024,0.000472742064489174
"Blcap",988.118588668356,0.21502065849794,0.0561989239726523,3.8260636200539,0.000130208651884401,0.000529220927489481
"Frmd4a",1256.52641452539,0.329487046784608,0.0863480620063428,3.81580129453751,0.000135741709920078,0.000549845642547885
"Rbbp9",1185.42053912958,-0.304388149836785,0.0798496779004222,-3.81201474871792,0.000137838649691868,0.000556459733941245
"Anapc1",4819.54340681215,0.173353275861917,0.0455195227531506,3.80832806182965,0.000139909577462377,0.000562924776434195
"Atp5c1",2689.8242043497,0.250026414476566,0.0657137232192906,3.80478235333299,0.000141928931580207,0.00056913976242364
"Zmynd19",308.252037956549,0.40021248344189,0.10521460992192,3.80377291460652,0.000142508828335269,0.000569560283913291
"Pxmp4",604.626096727073,-0.317221221437647,0.0837565238783487,-3.78742104792209,0.000152219030681431,0.000606347567398791
"Ddb2",356.056506081952,-0.495250637848278,0.130996355571104,-3.78064439799976,0.000156422963427047,0.000621030242215328
"Chn1",598.345394897696,0.684590237258862,0.182645886400006,3.74818316882082,0.00017812015781003,0.000704838512258171
"Dstn",6249.00671821494,-0.271849992019439,0.0726064226741006,-3.74415901523834,0.000180999000570392,0.00071387434764441
"BC029214",406.493222642111,-0.459960756635775,0.122925163462513,-3.74179495621368,0.000182710566441174,0.000718262193976945
"Slc43a3",22908.0274058148,-0.482339014761475,0.129081153652526,-3.73671137197834,0.000186442727220935,0.000730538659927782
"Shc4",116.070080275018,0.821335347118942,0.22005643785694,3.73238499685656,0.000189675302080244,0.000740783997375285
"Ppp2r4",3194.07057673566,0.18580385785006,0.0498989106629425,3.72360549321666,0.000196397740501812,0.000764548346953483
"Yme1l1",2447.50400240497,0.283155519331239,0.0760708188652999,3.72226201262048,0.000197445978581554,0.000766141515596387
"Fkbp1a",5097.51153899476,0.228642224849748,0.0615165831377975,3.71675755035985,0.000201795921425829,0.000780494547708286
"Mcm8",62.2459791281182,1.44208491748962,0.389333697894362,3.70398176497146,0.000212241521707877,0.000813027426606211
"Agps",1161.87673742565,0.339737700217503,0.0917072087707295,3.70459099967656,0.000211732088418968,0.000813027426606211
"Ndor1",1135.28887105943,-0.317830364960824,0.0857745402128192,-3.70541613131636,0.000211043955844911,0.000813027426606211
"Cd302",4224.29196593237,-0.324630035479974,0.0876733787357821,-3.70272071364215,0.000213299653961855,0.000814478614968996
"Pdhx",387.120172947027,0.286961655419047,0.077560981454242,3.69981980679736,0.00021575260303206,0.000821229749318857
"Wdr5",1094.36067529953,0.244277395453081,0.0662078904978484,3.68955110359571,0.000224650099544919,0.000852390725804932
"Matn4",573.864380733166,-0.698737917996486,0.189749035816109,-3.68243198175538,0.000231019517293321,0.000873793063831834
"Mpped2",17.5822094126619,-1.49562951528161,0.406483137455095,-3.67943803190811,0.000233748478116463,0.000881334670634085
"Znfx1",2784.80837140317,0.404505470923147,0.110183083519198,3.67121211354252,0.000241402888036141,0.00090734188951515
"Lime1",759.956345155343,-0.504438348660904,0.137715603042905,-3.66289902897747,0.000249376855856554,0.000934383906787528
"Ext2",4318.35807463821,0.15685091318497,0.0428770087027243,3.65815895116313,0.000254033489732819,0.000948866523955297
"Stxbp1",1250.4224786157,0.2152142181708,0.0588660549429496,3.65599866305592,0.000256182688760781,0.000953922496348373
"Sh3glb2",948.58113818298,-0.284591191839633,0.0782840240129181,-3.63536743835078,0.000277584704997644,0.00103041505044017
"Prpf40a",1342.50425522526,0.326419268417396,0.0898626960704523,3.63242238093417,0.000280773045437774,0.00103903358481448
"Slc25a12",1047.67940581041,-0.222739176763091,0.0614263578746739,-3.62611726414804,0.000287714739579223,0.00105819010047696
"Epc2",1216.31123472317,-0.256272379125485,0.0706716566354003,-3.62623987219672,0.000287578233233672,0.00105819010047696
"Ncoa3",2837.56827341116,-0.250219182579901,0.0694005225075434,-3.60543658086585,0.00031162858952375,0.00114263816158708
"Bfsp1",88.4128957982737,-0.748735323675889,0.208084291775108,-3.59823087696164,0.000320389147906054,0.00116867576300527
"Wisp2",6944.53131152428,0.665270172300947,0.184900223767334,3.59799549587392,0.000320679170999779,0.00116867576300527
"Ganc",717.18065300974,-0.269557997531192,0.075298356101406,-3.57986563701567,0.00034377092446283,0.00124903435888162
"Slc2a4rg-ps",227.137853117712,-0.63933357719012,0.178926711946425,-3.57315892208176,0.000352700556920498,0.00127760715331624
"Dph7",299.934187592016,-0.326481604908687,0.0914132689804273,-3.5714903159036,0.000354955675040905,0.00128190317582544
"Trim69",12.8174894331995,1.77738538492015,0.498966065224287,3.56213680407547,0.000367848604285946,0.00132447590552207
"Dhtkd1",153.42542911337,-0.73928843294986,0.207998534400833,-3.55429635636365,0.000378991889759013,0.00135645156961509
"Map1a",1727.27625197433,0.397367817883997,0.111789958079519,3.55459313797522,0.000378564403650803,0.00135645156961509
"Mtg2",370.966234432878,-0.329938676181896,0.0929958792378253,-3.54788490507326,0.000388337877512036,0.00138576522362182
"Ebf4",230.606040795994,-0.579701028385009,0.163558072306401,-3.54431316174372,0.000393637389326429,0.00140050810030382
"Gm14005",209.943987527882,0.561679027829016,0.158613932880117,3.54117080151807,0.000398355613462273,0.00141310171757771
"Ncs1",381.197597461829,0.672997514812705,0.190409293267815,3.53447829810553,0.000408580986169083,0.00144509912217325
"Cep250",1335.38920044798,-0.256969943536056,0.0730590540547301,-3.51729086642094,0.000435975752575384,0.00153745566864084
"Polr1b",507.221182452119,0.253054135012781,0.0722814778703443,3.50095408213291,0.000463595713624142,0.00163006234790424
"Zhx3",1663.56167305429,-0.387353960228378,0.110943423776019,-3.49145489696078,0.000480397567508578,0.00168420082878007
"Eif3j2",1236.46319237053,0.344604787234924,0.09905634307894,3.478876531514,0.000503520518813662,0.00176011983107166
"Prpf18",1105.3513517594,-0.18563647927595,0.0534964106990233,-3.47007354045416,0.000520315881955709,0.00180003970065236
"Nup35",514.276868375438,0.294683334858382,0.0848973317253495,3.47105531904947,0.000518417188147653,0.00180003970065236
"Cdc25b",483.408564049073,0.769821591847722,0.221827206305752,3.47036598741929,0.000519749632511595,0.00180003970065236
"Klhl23",212.182167119796,0.479579123443305,0.138236661219254,3.46926147675583,0.000521891253938343,0.00180003970065236
"Lpin3",794.517665733011,-0.391038035882761,0.112724354417023,-3.4689756078453,0.000522446885593845,0.00180003970065236
"Hypk",926.453883164911,0.32010108866189,0.0925052403165636,3.46035627350912,0.000539461128431539,0.00185333493693242
"Gm14420",3119.54308726701,-0.620393660969091,0.180117580806374,-3.44438148786828,0.000572367495291525,0.00196076750529868
"Clp1",328.571308369408,-0.395635527350945,0.115331958835385,-3.43040672634063,0.000602677133804051,0.0020587176166127
"Kiz",595.216461560118,-0.247291867595403,0.0722131660827376,-3.42447064725109,0.000615998384532232,0.00209230046190976
"Fam98b",614.833146582773,0.268161059956843,0.0782934820564722,3.42507515202123,0.000614629380263062,0.00209230046190976
"Tcea2",155.639334460359,-0.463110416164816,0.135869677526762,-3.40848984552567,0.000653235163699107,0.00221251119004302
"Mertk",1128.78777365017,-0.537466246852539,0.158148349506994,-3.39849418933563,0.000677579023358364,0.00228849929297656
"Cir1",773.084407445764,-0.272187749366055,0.0801191143843411,-3.39728854291046,0.000680571638314856,0.00229214998409975
"Arfgap1",2073.09689763495,0.276586806215613,0.0817021458133287,3.38530651138041,0.000710988144820845,0.00238788455361399
"Rpn2",12316.9391987026,0.158773405274675,0.0471167478818557,3.36978701655718,0.000752263032333707,0.002519450770302
"Gabpb1",428.173812640033,0.322861190359909,0.0962243167501514,3.355297301806,0.000792797321851519,0.00264781055403892
"Lrrc4c",21.1919196425902,1.38630775938176,0.414967309584266,3.34076378394875,0.000835482727583344,0.00278262163992342
"Tmx4",1372.23974642859,-0.319992067465759,0.0958836817980457,-3.33729432855676,0.000845983083269097,0.0028097886893065
"Jph2",1794.44643933058,0.309637453965604,0.0928290713603852,3.33556556613085,0.000851260773696696,0.00281950736923298
"Tyro3",488.341876673002,0.433612128417178,0.130176495342058,3.33095561743154,0.000865484003385472,0.0028587198899702
"Duox1",9.61369592438216,-3.45420923696915,1.03749117103741,-3.32938663325221,0.000870374889466198,0.00286697662766476
"Wfdc16",20.273285776928,-1.50852072740612,0.45364632460039,-3.32532337550613,0.000883160370646481,0.00290112132713734
"Ssrp1",3559.47662875975,0.255103541209139,0.076802859366103,3.32153702758793,0.000895231030700343,0.00293273772079156
"Stard7",1549.34032772432,-0.175202148150106,0.0528171750191708,-3.31714348763472,0.000909428977754821,0.00297113172841425
"Gad2",10.1171449798628,3.43473376800223,1.03637249549711,3.31418846305325,0.000919095359843896,0.00299455254470878
"Slc35c1",475.513649636781,0.26168901377428,0.0789878719249112,3.31302777751819,0.000922918132204331,0.00299885864637667
"Sp3os",95.6666879016589,-0.577509912683149,0.174771823463129,-3.30436509295209,0.000951917778977433,0.00308472815403768
"Traf6",848.653536507136,-0.257630191954343,0.078164282495253,-3.2960091710685,0.000980688137635413,0.00316939373861148
"1500012F01Rik",624.125858728159,0.425189557596132,0.129534826965603,3.28243428857196,0.00102914968922253,0.00331707117574681
"Cnbd2",58.6902927973854,-0.720520995739048,0.220263444235825,-3.27117828488881,0.00107100368440951,0.00344271693728419
"Adra1d",38.1920277616062,-0.860590063694842,0.265096007282581,-3.24633355483732,0.00116901783858948,0.00374773365900746
"Ccbl1",185.825634199723,-0.565153497456061,0.174352662525612,-3.24143887033007,0.0011892793758826,0.00380252259115529
"Plcg1",2017.53371956693,-0.179894568192495,0.0555633043348567,-3.23765064633929,0.00120518291687273,0.00384312318438936
"Sulf2",3690.91464012558,-0.601810737429639,0.186359659971426,-3.22929724985499,0.00124094838145936,0.00394667668267845
"Cdk9",1529.44237835599,-0.18131910180383,0.0562775145985821,-3.22187472380663,0.00127354806146491,0.00403964054417044
"St6galnac4",483.157460678299,0.258481129587684,0.0803890921069399,3.21537565374954,0.00130273920745697,0.00412133063256175
"Ctsa",5066.92444455131,-0.186531235276941,0.0581757382679689,-3.20634066417414,0.00134434732587346,0.00424176958874283
"Sppl2a",2425.26873463173,0.245534558395551,0.0769066549927933,3.19263083823577,0.00140983058503099,0.00443671094869333
"Cdnf",71.9705226875414,-0.727054231226905,0.228403908280399,-3.18319522945439,0.00145659365841122,0.0045718738126572
"A430105I19Rik",708.072578736332,-0.393893056726737,0.123928470467204,-3.17839036697363,0.00148095213019453,0.00462760789476657
"Capn3",43.0762724653352,-1.11784552020117,0.351725969517527,-3.17817169353332,0.00148206958431223,0.00462760789476657
"Nop10",691.33712963486,-0.234355787160622,0.0738346927491493,-3.1740605728101,0.00150322316421635,0.00468146642570235
"Taf3",571.733460321104,-0.313298205723995,0.098793734726827,-3.17123557065932,0.00151791994055893,0.0047149896599227
"Itih5",2072.71499493809,-0.892506431976976,0.282002042881208,-3.16489349814016,0.00155139726189695,0.00480652536696238
"Fam110a",792.552007144694,-0.49853346673439,0.157844118402668,-3.15839115058191,0.00158642540949195,0.00488977908992506
"Fam102a",1358.95130043295,0.183114182990571,0.0579752436889498,3.15848923331862,0.00158589167255962,0.00488977908992506
"Abtb2",859.815608179876,-0.331461628746528,0.104981043405952,-3.15734744095461,0.00159211521692773,0.00489473370537525
"Tor1b",2029.17395782489,-0.153643431215447,0.0495877196614419,-3.09841695210913,0.00194557490472267,0.00596609798148971
"Sdc4",7652.11886556813,0.333592740631294,0.107785529062984,3.09496778956625,0.00196834271764677,0.00602051764912876
"Inpp5e",948.393170432558,-0.272046876001926,0.0882962540001648,-3.08106928297795,0.00206258649314025,0.00629272571316835
"Gzf1",775.264079850896,-0.192328931002224,0.0625418819725412,-3.07520216751177,0.00210359909658917,0.00640156171779292
"Zgpat",942.162486791381,-0.322276706102458,0.104963195042321,-3.07037820230717,0.00213787863395811,0.00648940881548298
"1110051M20Rik",718.219204956458,-0.233753272786232,0.0762798637914216,-3.06441649431104,0.00218095050541057,0.00660343347471535
"Sema6d",536.47134568217,-0.421004614831184,0.139504022553102,-3.01786720645227,0.00254560425661062,0.00768810958104821
"Ddx27",852.151387109168,0.186047075615162,0.0618788229701951,3.00663565796612,0.00264156159148142,0.00795787022157344
"Itga4",11.8035392205964,1.68705680828557,0.561653601503183,3.00373184427272,0.00266690267666065,0.00801407596319829
"Ttc30a2",146.973563119055,-0.466186253000125,0.156832692763641,-2.97250684653298,0.00295378622294031,0.00885224901207956
"Phf20",1091.33474922359,-0.188263461332313,0.0633499746073484,-2.97180010724857,0.00296059370629183,0.00885224901207956
"Snrpb2",678.20365431242,0.252153122728081,0.0854942374468394,2.94935811182445,0.00318434754969788,0.00949759381116358
"Echdc3",181.749775091236,-0.414056228468626,0.140477280749114,-2.94749603822493,0.00320358857308893,0.00953127220628692
"Adnp",2533.83087808318,0.197366559650174,0.0670635780236998,2.94297688054201,0.00325072693649463,0.0096237570292767
"Fam210b",2689.80764256158,-0.440572480810892,0.149690334819012,-2.94322596942267,0.0032481123774667,0.0096237570292767
"Pin1rt1",150.976404489619,0.36149398335854,0.12295504410078,2.94005004839201,0.00328159236032787,0.0096912050247121
"Prrx2",485.057714796174,0.469438231120469,0.160721503041768,2.9208178260906,0.00349113902191031,0.0102847068483304
"Gm14440",861.372883860697,-0.390631008012938,0.133909569417551,-2.91712541315766,0.00353273696396234,0.010381744166154
"Atp5e",1521.82876667539,0.265358433765464,0.0912175122350496,2.90907334856587,0.00362501800163996,0.0106268865133651
"Cobll1",307.74767943821,-0.377830762565686,0.130014246957597,-2.90607199908571,0.00365997222535345,0.0106625788030127
"Fam188a",583.267651334712,0.2430410237009,0.0836054231173424,2.90700070209304,0.00364912378706191,0.0106625788030127
"Lmo2",496.547300361227,-0.669546395772937,0.230422088675811,-2.90573876671583,0.00366387194899184,0.0106625788030127
"Rbm17",1163.78778424792,0.197065985547043,0.0679611299284822,2.89968671436779,0.00373535798124759,0.0108368503987453
"Bcl2l1",1533.06192270085,-0.133013719071343,0.0458803443946217,-2.89914386708342,0.00374183158055093,0.0108368503987453
"Rpap1",826.241177527264,0.237319978846903,0.0820170369777625,2.89354489740038,0.00380919827733667,0.0110053704446426
"Psmd5",898.341748964897,0.211247754896493,0.0731797417381065,2.88669719076764,0.00389308709018541,0.011220700531568
"Mrpl41",280.481989246471,0.28508148817957,0.0995240617660315,2.86444788447,0.00417736888168306,0.0120111877437362
"Elmo2",2895.58547953288,-0.187039903874991,0.065510863014454,-2.85509754059756,0.00430236131630624,0.0123409837757205
"Ino80",1214.15711594407,0.238699018823366,0.083649201551094,2.8535719934824,0.00432307313001406,0.0123707987658398
"Lrrc57",564.849985318534,-0.265524582647223,0.0933080143131392,-2.84567820461948,0.00443169546408671,0.0126514353843809
"Pter",305.143845360244,-0.302478800005736,0.106413202283136,-2.84249316359189,0.00447621910942029,0.0127481869648336
"Dnlz",617.827296041123,0.249931110100197,0.0881087517281325,2.8366207124507,0.00455937394765038,0.012933351906097
"Sdccag3",1745.2705572522,-0.233786405508892,0.0824461328079358,-2.83562609362787,0.00457359566987918,0.012933351906097
"Slc9a8",1191.24351827433,-0.263679771317232,0.0929684928900678,-2.83622723269296,0.0045649953875539,0.012933351906097
"Fkbp7",1930.79723562728,-0.20980022786133,0.0741497139120584,-2.82941385465293,0.0046633352473352,0.0131560916742468
"4921531C22Rik",68.6203022370363,-0.593563979249907,0.210645869184801,-2.81782871673202,0.00483495948126479,0.0135763850539496
"Casc4",3381.41500140385,-0.326744357700959,0.115955180538689,-2.81785045034655,0.00483463223464162,0.0135763850539496
"Gata5os",15.8296971385878,-1.3603295541241,0.483927782960536,-2.81101768078283,0.00493850720066968,0.013802494483923
"Csrp2bp",805.278883624564,0.20324823263355,0.0722909812959155,2.81152958488106,0.00493065560875625,0.013802494483923
"Arhgap21",6485.93660009402,-0.239107752189202,0.0851793684685659,-2.80710876927246,0.004998835974111,0.0139386147278118
"Disp2",21.1086701069625,1.44679552675189,0.515689230048997,2.80555699527489,0.00502296972431328,0.0139734122957114
"Kif3b",1087.11355109096,0.146067042824778,0.0521887286918366,2.79882354841929,0.00512891565611937,0.0142351154437202
"Osbpl2",988.000668621225,-0.173510251965483,0.0625435006417026,-2.77423313670087,0.00553320097051225,0.0153217273987164
"Metap1d",618.115781364437,-0.376892874557326,0.136850607141613,-2.75404605379146,0.00588634845223571,0.0162246707913348
"Chn1os3",22.1570771706947,0.999241910455112,0.362786542292331,2.75435219879223,0.00588084452925121,0.0162246707913348
"BC052040",135.192432673417,0.464926624952011,0.168937937786251,2.75205576109411,0.00592224359814079,0.0162861698948872
"Fmn1",295.425544707917,0.364992297937417,0.132772739396363,2.74900028120844,0.00597773349385846,0.0164011497920739
"Pdss1",80.3894589111065,0.640998919645565,0.233541444153629,2.7446902281888,0.00605680398688519,0.0165801552061081
"Zeb2os",162.209204853675,-0.347664069233696,0.12759623580592,-2.72472042014241,0.00643559570708895,0.0175769459061495
"Agpat2",621.825710154969,0.246308772924322,0.0904241361818175,2.72392729778546,0.00645107055634549,0.0175791672660414
"Eef1a2",8.82009611889255,-2.59509215966737,0.955555364661304,-2.71579466312473,0.00661169108499424,0.0179760036528528
"Thbs1",132427.724966359,0.334118896787981,0.123100443751271,2.71419733841967,0.00664365773372085,0.0180220489202066
"Aif1l",141.04208555351,-0.792901849929383,0.292824547806467,-2.70777110685893,0.00677367216043067,0.0182919660368387
"Commd3",925.37988809094,0.207139730757952,0.0764970096257742,2.70781474689385,0.00677278158516435,0.0182919660368387
"Rbm12",838.758903905661,0.186949785222343,0.0695458503869974,2.68815154580806,0.00718487805573629,0.0193588062670288
"Tbc1d20",1326.86295703979,0.197431457839251,0.0738765357977624,2.67245148553962,0.0075299261742418,0.0202430078092285
"5430405H02Rik",113.020806243091,-0.404148830873977,0.151473716968156,-2.66811192702784,0.00762788420787065,0.0204604768797246
"Il15ra",247.871933463912,0.43888888822703,0.164551147006237,2.66718826463358,0.00764888115345084,0.0204710011227401
"Kif18a",48.0182778449392,0.730949700185509,0.275493702137414,2.65323560761805,0.00797242006881977,0.021289380094688
"Cdk5rap1",217.374317140313,-0.270798387903159,0.10251595425355,-2.64152433516251,0.00825338777633145,0.021990693208492
"Naa20",781.741844831062,0.233482295550754,0.0889091528532061,2.62607715919019,0.00863752351074016,0.0229556443331504
"4930402H24Rik",2197.76275464792,-0.16103508273847,0.0613365380346058,-2.62543482071999,0.00865383756345619,0.0229556443331504
"Nsfl1c",1648.64518805259,0.182423828445417,0.0695439510839108,2.62314443746957,0.00871223291829367,0.0230595303952188
"Dgkz",1034.83464191199,0.215342182586679,0.0821947261025553,2.61990267256313,0.00879548653140619,0.0232286087029868
"Crls1",361.526106947922,0.28168299871728,0.107947050871242,2.60945525091991,0.00906865061367901,0.0238973891995629
"E2f1",289.521404934222,0.646577663841009,0.24819523427204,2.60511716003505,0.00918428485956597,0.0241490297074991
"Acvr2a",2032.51525475661,-0.252409388678665,0.0971703591596106,-2.59759653933213,0.00938787268010785,0.0246017899424374
"Dnajc5",2808.79790505976,0.115360494674623,0.0444165026845938,2.59724399045574,0.00939751442338309,0.0246017899424374
"Ubr1",1934.1212085723,-0.172385749780078,0.0664504993530712,-2.59419795875636,0.00948118790634722,0.0247667631801968
"Zfp64",465.214534040631,-0.202618052421544,0.0785227181751227,-2.580374917354,0.00986931023467949,0.0257245716769146
"Gm14288",16.9120237285343,2.19359461324999,0.851500376956266,2.57615225150118,0.00999066439485125,0.0259843961158929
"Ccndbp1",805.453729071502,-0.18199665091174,0.070743142100099,-2.57264019534532,0.0100926070577005,0.0261927183164131
